plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet,s5p_minus90_offl_datetime,s5p_minus90_offl_path,s5p_minus90_offl_name,s5p_minus360_offl_datetime,s5p_minus360_offl_path,s5p_minus360_offl_name,nearest_iy,nearest_ix,pos_centers,ch4_var
GAO20191022t172856p0000-A,32.603957,-103.5377,2019-10-22T17:28:56+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-24T18:40:19Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T181845_20190724T200014_09213_01_010302_20190730T200746.nc,S5P_OFFL_L2__CH4____20190724T181845_20190724T200014_09213_01_010302_20190730T200746.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2929,56,"2929,56;2928,56;2929,55;2929,57;2930,56;2928,55;2928,57;2930,55",methane_mixing_ratio_bias_corrected
GAO20191022t174258p0000-A,32.624831,-103.54528,2019-10-22T17:42:58+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190723T183750_20190723T201919_09199_01_010302_20190729T204514.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2929,56,"2929,56;2928,56;2929,55;2929,57;2930,56;2928,55;2928,57;2930,55",methane_mixing_ratio_bias_corrected
GAO20191022t175740p0000-A,32.768708,-103.37484,2019-10-22T17:57:40+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190723T183750_20190723T201919_09199_01_010302_20190729T204514.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2931,58,"2931,58;2930,58;2931,57;2931,59;2932,58;2930,57;2930,59;2932,57",methane_mixing_ratio_bias_corrected
GAO20191022t185651p0000-A,32.7944121,-103.50246,2019-10-22T18:56:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190724T181845_20190724T200014_09213_03_020400_20221112T090154.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-24T18:40:19Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T181845_20190724T200014_09213_01_010302_20190730T200746.nc,S5P_OFFL_L2__CH4____20190724T181845_20190724T200014_09213_01_010302_20190730T200746.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2932,57,"2932,57;2931,57;2932,56;2932,58;2933,57;2931,56;2931,58;2933,56",methane_mixing_ratio_bias_corrected
GAO20191022t185651p0000-E,32.803377,-103.46283,2019-10-22T18:56:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T181845_20190724T200014_09213_01_010302_20190730T200746.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2971,22,"2971,22;2970,22;2971,21;2971,23;2972,22;2970,21;2970,23;2972,21",methane_mixing_ratio_bias_corrected
GAO20191023t164940p0000-F,31.746402,-103.39872,2019-10-23T16:49:40+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T200014_20190724T214144_09214_01_010302_20190730T212234.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181027T191242_20181027T205610_05383_01_010301_20190520T161744.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2952,20,"2952,20;2951,20;2952,19;2952,21;2953,20;2951,19;2951,21;2953,19",methane_mixing_ratio_bias_corrected
GAO20191023t164940p0000-G,31.736991,-103.42558,2019-10-23T16:49:40+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190724T200014_20190724T214144_09214_03_020400_20221112T090157.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181027T191242_20181027T205610_05383_01_010301_20190520T161744.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-25T20:02:44Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2952,20,"2952,20;2951,20;2952,19;2952,21;2953,20;2951,19;2951,21;2953,19",methane_mixing_ratio_bias_corrected
GAO20191023t174556p0000-A,31.658091,-103.40015,2019-10-23T17:45:56+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190724T200014_20190724T214144_09214_03_020400_20221112T090157.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181027T191242_20181027T205610_05383_01_010301_20190520T161744.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-25T20:02:44Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2951,20,"2951,20;2950,20;2951,19;2951,21;2952,20;2950,19;2950,21;2952,19",methane_mixing_ratio_bias_corrected
GAO20191023t180055p0000-E,31.68086,-103.33074,2019-10-23T18:00:55+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190724T200014_20190724T214144_09214_03_020400_20221112T090157.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181027T191242_20181027T205610_05383_01_010301_20190520T161744.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-25T20:02:44Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,S5P_OFFL_L2__CH4____20190725T194109_20190725T212239_09228_01_010302_20190731T210449.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2951,20,"2951,20;2950,20;2951,19;2951,21;2952,20;2950,19;2950,21;2952,19",methane_mixing_ratio_bias_corrected
GAO20191023t190806p0000-A,31.562734,-103.31468,2019-10-23T19:08:06+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T200014_20190724T214144_09214_01_010302_20190730T212234.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181027T191242_20181027T205610_05383_01_010301_20190520T161744.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2948,20,"2948,20;2947,20;2948,19;2948,21;2949,20;2947,19;2947,21;2949,19",methane_mixing_ratio_bias_corrected
GAO20191023t192246p0000-D,31.557407,-103.29039,2019-10-23T19:22:46+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190724T200014_20190724T214144_09214_01_010302_20190730T212234.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181028T185433_20181028T203603_05397_03_020400_20221115T145627.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2948,20,"2948,20;2947,20;2948,19;2948,21;2949,20;2947,19;2947,21;2949,19",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-A,31.351118,-103.65935,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190726T192204_20190726T210334_09242_01_010302_20190801T205944.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2907,126,"2907,126;2906,126;2907,125;2907,127;2908,126;2906,125;2906,127;2908,125",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-C,31.508069,-103.35846,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-27T19:24:34Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2909,130,"2909,130;2908,130;2909,129;2909,131;2910,130;2908,129;2908,131;2910,129",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-E,31.53783,-103.30525,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-27T19:24:34Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2909,131,"2909,131;2908,131;2909,130;2909,132;2910,131;2908,130;2908,132;2910,130",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-F,31.540129,-103.30821,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190726T192204_20190726T210334_09242_01_010302_20190801T205944.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2909,131,"2909,131;2908,131;2909,130;2909,132;2910,131;2908,130;2908,132;2910,130",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-G,31.557163,-103.29037,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-27T19:24:34Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2909,131,"2909,131;2908,131;2909,130;2909,132;2910,131;2908,130;2908,132;2910,130",methane_mixing_ratio_bias_corrected
GAO20191025t152235p0000-J,31.349107,-103.66035,2019-10-25T15:22:35+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-27T19:24:34Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2907,126,"2907,126;2906,126;2907,125;2907,127;2908,126;2906,125;2906,127;2908,125",methane_mixing_ratio_bias_corrected
GAO20191025t155037p0000-D,31.452099,-103.35711,2019-10-25T15:50:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190726T192204_20190726T210334_09242_03_020400_20221112T100526.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,RPRO,RPRO,90;360,False,2019-07-27T19:24:34Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,S5P_OFFL_L2__CH4____20190727T190259_20190727T204429_09256_01_010302_20190802T205419.nc,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2908,130,"2908,130;2907,130;2908,129;2908,131;2909,130;2907,129;2907,131;2909,129",methane_mixing_ratio_bias_corrected
GAO20191025t161614p0000-A,31.400389,-103.42707,2019-10-25T16:16:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191025T190704_20191025T204834_10533_01_010302_20191031T213129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190726T192204_20190726T210334_09242_01_010302_20190801T205944.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181029T183426_20181029T201754_05411_01_010301_20190517T221903.nc,OFFL,OFFL,RPRO,360,False,,,,2018-11-28T19:32:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,S5P_OFFL_L2__CH4____20181128T191103_20181128T205232_05837_01_010202_20181205T131651.nc,2907,129,"2907,129;2906,129;2907,128;2907,130;2908,129;2906,128;2906,130;2908,128",methane_mixing_ratio_bias_corrected
