plume_id,error
emi20230729t100252p07036-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230729t100252p07036-A/plume.tif
emi20230729t100252p07036-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230729t100252p07036-B/plume.tif
emi20230729t100252p07036-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230729t100252p07036-C/plume.tif
emi20230729t205342p14008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230729t205342p14008-A/plume.tif
emi20230729t205342p14008-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230729t205342p14008-B/plume.tif
emi20230730t104812p07038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230730t104812p07038-A/plume.tif
emi20230731t130706p09015-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t130706p09015-A/plume.tif
emi20230731t130804p09016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t130804p09016-A/plume.tif
emi20230731t191810p13013-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191810p13013-C/plume.tif
emi20230731t191834p13015-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191834p13015-A/plume.tif
emi20230731t191834p13015-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191834p13015-B/plume.tif
emi20230731t191834p13015-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191834p13015-C/plume.tif
emi20230731t191834p13015-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191834p13015-D/plume.tif
emi20230731t191834p13015-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191834p13015-E/plume.tif
emi20230731t191846p13016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-A/plume.tif
emi20230731t191846p13016-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-B/plume.tif
emi20230731t191846p13016-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-C/plume.tif
emi20230731t191846p13016-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-E/plume.tif
emi20230731t191846p13016-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-F/plume.tif
emi20230731t191846p13016-G,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230731t191846p13016-G/plume.tif
emi20230818t114559p08011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230818t114559p08011-A/plume.tif
emi20230818t131805p09009-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230818t131805p09009-A/plume.tif
emi20230819t105853p07010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230819t105853p07010-A/plume.tif
emi20230819t105853p07010-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230819t105853p07010-B/plume.tif
emi20230819t184332p12009-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230819t184332p12009-A/plume.tif
emi20230820t131723p09001-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230820t131723p09001-A/plume.tif
emi20230820t192855p13028-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230820t192855p13028-A/plume.tif
emi20230820t192855p13028-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230820t192855p13028-B/plume.tif
emi20230820t192855p13028-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230820t192855p13028-D/plume.tif
emi20230820t192855p13028-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230820t192855p13028-E/plume.tif
emi20230821t092528p06020-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230821t092528p06020-A/plume.tif
emi20230821t184129p12011-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230821t184129p12011-B/plume.tif
emi20230821t184129p12011-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230821t184129p12011-C/plume.tif
emi20230822t070411p05034-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230822t070411p05034-A/plume.tif
emi20230822t101103p07006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230822t101103p07006-A/plume.tif
emi20230823t092349p06005-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230823t092349p06005-A/plume.tif
emi20230823t092349p06005-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230823t092349p06005-C/plume.tif
emi20230823t092401p06006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230823t092401p06006-A/plume.tif
emi20230824t175337p12023-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-A/plume.tif
emi20230824t175337p12023-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-B/plume.tif
emi20230824t175337p12023-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-C/plume.tif
emi20230824t175337p12023-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-D/plume.tif
emi20230824t175337p12023-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-E/plume.tif
emi20230824t175337p12023-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175337p12023-F/plume.tif
emi20230824t175349p12024-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175349p12024-A/plume.tif
emi20230824t175349p12024-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175349p12024-B/plume.tif
emi20230824t175349p12024-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175349p12024-C/plume.tif
emi20230824t175349p12024-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230824t175349p12024-D/plume.tif
emi20230825t075005p05017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t075005p05017-A/plume.tif
emi20230825t075005p05017-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t075005p05017-B/plume.tif
emi20230825t170609p11011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t170609p11011-A/plume.tif
emi20230825t170609p11011-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t170609p11011-B/plume.tif
emi20230825t170609p11011-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t170609p11011-C/plume.tif
emi20230825t170609p11011-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230825t170609p11011-D/plume.tif
emi20230826t083522p06002-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230826t083522p06002-A/plume.tif
emi20230826t100723p07007-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230826t100723p07007-A/plume.tif
emi20230826t100735p07008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230826t100735p07008-A/plume.tif
emi20230828t161704p11003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230828t161704p11003-A/plume.tif
emi20230831t061044p04003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230831t061044p04003-A/plume.tif
emi20230831t061056p04004-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230831t061056p04004-A/plume.tif
emi20230831t135424p09003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230831t135424p09003-A/plume.tif
emi20230923t123026p08040-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230923t123026p08040-A/plume.tif
emi20230923t214649p14012-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230923t214649p14012-A/plume.tif
emi20230924t223316p15002-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230924t223316p15002-A/plume.tif
emi20230925t140134p09039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230925t140134p09039-A/plume.tif
emi20230925t140134p09039-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230925t140134p09039-B/plume.tif
emi20230925t140134p09039-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230925t140134p09039-C/plume.tif
emi20230925t140134p09039-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230925t140134p09039-D/plume.tif
emi20230926t114119p08039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230926t114119p08039-A/plume.tif
emi20230926t114119p08039-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230926t114119p08039-B/plume.tif
emi20230926t114131p08040-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230926t114131p08040-A/plume.tif
emi20230926t114143p08041-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230926t114143p08041-A/plume.tif
emi20230926t114143p08041-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230926t114143p08041-B/plume.tif
emi20230928t083457p06016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230928t083457p06016-A/plume.tif
emi20230929t105224p07039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230929t105224p07039-A/plume.tif
emi20230929t122534p08039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230929t122534p08039-A/plume.tif
emi20230929t122534p08039-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230929t122534p08039-B/plume.tif
emi20230929t122534p08039-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230929t122534p08039-C/plume.tif
emi20230930t100531p07040-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230930t100531p07040-A/plume.tif
emi20230930t100543p07041-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230930t100543p07041-A/plume.tif
emi20231001t091923p06043-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231001t091923p06043-A/plume.tif
emi20231002t065919p05017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231002t065919p05017-A/plume.tif
emi20231002t083111p06036-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231002t083111p06036-A/plume.tif
emi20231002t083147p06039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231002t083147p06039-A/plume.tif
emi20231002t192153p13003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231002t192153p13003-A/plume.tif
emi20231003t091659p06039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231003t091659p06039-A/plume.tif
emi20231003t170226p11004-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231003t170226p11004-B/plume.tif
emi20231003t183441p12010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231003t183441p12010-A/plume.tif
emi20231004t174732p12016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174732p12016-A/plume.tif
emi20231004t174744p12017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174744p12017-A/plume.tif
emi20231004t174744p12017-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174744p12017-B/plume.tif
emi20231004t174744p12017-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174744p12017-C/plume.tif
emi20231004t174744p12017-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174744p12017-D/plume.tif
emi20231004t174744p12017-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231004t174744p12017-E/plume.tif
emi20231006t065521p05035-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231006t065521p05035-A/plume.tif
emi20231006t065521p05035-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231006t065521p05035-B/plume.tif
emi20231006t065545p05037-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231006t065545p05037-A/plume.tif
emi20231006t065557p05038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231006t065557p05038-A/plume.tif
emi20231006t065557p05038-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231006t065557p05038-B/plume.tif
emi20231007t152631p10005-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231007t152631p10005-B/plume.tif
emi20231007t152631p10005-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231007t152631p10005-C/plume.tif
emi20231007t152631p10005-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231007t152631p10005-E/plume.tif
emi20231008t161103p11014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161103p11014-A/plume.tif
emi20231008t161115p11015-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161115p11015-F/plume.tif
emi20231008t161115p11015-G,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161115p11015-G/plume.tif
emi20231008t161127p11016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-A/plume.tif
emi20231008t161127p11016-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-D/plume.tif
emi20231008t161127p11016-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-E/plume.tif
emi20231008t161127p11016-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-F/plume.tif
emi20231008t161127p11016-G,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-G/plume.tif
emi20231008t161127p11016-H,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-H/plume.tif
emi20231008t161127p11016-I,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-I/plume.tif
emi20231008t161127p11016-K,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-K/plume.tif
emi20231008t161127p11016-L,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231008t161127p11016-L/plume.tif
emi20231009t165739p11001-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231009t165739p11001-B/plume.tif
emi20231009t165739p11001-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231009t165739p11001-C/plume.tif
emi20231010t051848p04003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051848p04003-A/plume.tif
emi20231010t051848p04003-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051848p04003-B/plume.tif
emi20231010t051900p04004-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051900p04004-A/plume.tif
emi20231010t051923p04006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051923p04006-A/plume.tif
emi20231010t051923p04006-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051923p04006-B/plume.tif
emi20231010t051923p04006-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t051923p04006-C/plume.tif
emi20231010t082533p06006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231010t082533p06006-A/plume.tif
emi20231015t140921p09014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231015t140921p09014-A/plume.tif
emi20231015t215309p14017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231015t215309p14017-A/plume.tif
emi20231016t114853p08016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231016t114853p08016-A/plume.tif
emi20231016t210605p14026-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231016t210605p14026-C/plume.tif
emi20231018t101343p07017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-A/plume.tif
emi20231018t101343p07017-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-B/plume.tif
emi20231018t101343p07017-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-D/plume.tif
emi20231018t101343p07017-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-E/plume.tif
emi20231018t101343p07017-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-F/plume.tif
emi20231018t101343p07017-H,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t101343p07017-H/plume.tif
emi20231018t210229p14007-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231018t210229p14007-B/plume.tif
emi20231020t101151p07011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20231020t101151p07011-A/plume.tif
