wavelength,b1,b2,b3,b4,b5,b6,b7
546.00000044772,0.0,0.0,0.975968,0.0,0.0,0.0,0.0
547.00000146596,0.0,0.0,0.96995,0.0,0.0,0.0,0.0
547.99999947392,0.0,0.0,0.965836,0.0,0.0,0.0,0.0
549.00000143838,0.0,0.0,0.962728,0.0,0.0,0.0,0.0
549.9999994499999,0.0,0.0,0.970353,0.0,0.0,0.0,0.0
551.0000008099701,0.0,0.0,0.976575,0.0,0.0,0.0,0.0
552.0000008832001,0.0,0.0,0.984785,0.0,0.0,0.0,0.0
553.00000122766,0.0,0.0,0.992242,0.0,0.0,0.0,0.0
554.0000004986,0.0,0.0,0.997886,0.0,0.0,0.0,0.0
555.000000555,0.0,0.0,0.997551,0.0,0.0,0.0,0.0
556.0000003336,0.0,0.0,0.995137,0.0,0.0,0.0,0.0
556.99999889714,0.0,0.0,0.992904,0.0,0.0,0.0,0.0
557.9999985492,0.0,0.0,0.992211,0.0,0.0,0.0,0.0
558.99999864163,0.0,0.0,0.991476,0.0,0.0,0.0,0.0
559.999998656,0.0,0.0,0.990396,0.0,0.0,0.0,0.0
561.00000135201,0.0,0.0,0.987449,0.0,0.0,0.0,0.0
562.00000019108,0.0,0.0,0.985132,0.0,0.0,0.0,0.0
563.00000135683,0.0,0.0,0.984826,0.0,0.0,0.0,0.0
563.9999985336,0.0,0.0,0.986907,0.0,0.0,0.0,0.0
565.0000014125,0.0,0.0,0.991149,0.0,0.0,0.0,0.0
566.0000007358,0.0,0.0,0.994766,0.0,0.0,0.0,0.0
567.00000010773,0.0,0.0,0.993842,0.0,0.0,0.0,0.0
568.00000009088,0.0,0.0,0.991017,0.0,0.0,0.0,0.0
569.00000138836,0.0,0.0,0.987221,0.0,0.0,0.0,0.0
570.0000015960001,0.0,0.0,0.983745,0.0,0.0,0.0,0.0
570.99999840691,0.0,0.0,0.983483,0.0,0.0,0.0,0.0
571.9999994279999,0.0,0.0,0.986702,0.0,0.0,0.0,0.0
572.9999993696999,0.0,0.0,0.991954,0.0,0.0,0.0,0.0
573.99999958672,0.0,0.0,0.996306,0.0,0.0,0.0,0.0
575.00000158125,0.0,0.0,0.999347,0.0,0.0,0.0,0.0
576.00000036864,0.0,0.0,1.0,0.0,0.0,0.0,0.0
577.00000100975,0.0,0.0,0.999474,0.0,0.0,0.0,0.0
577.99999873996,0.0,0.0,0.998127,0.0,0.0,0.0,0.0
578.9999989114799,0.0,0.0,0.995951,0.0,0.0,0.0,0.0
580.000000348,0.0,0.0,0.989321,0.0,0.0,0.0,0.0
580.9999986055999,0.0,0.0,0.974154,0.0,0.0,0.0,0.0
581.99999946456,0.0,0.0,0.949241,0.0,0.0,0.0,0.0
582.99999871157,0.0,0.0,0.935026,0.0,0.0,0.0,0.0
583.99999901888,0.0,0.0,0.928536,0.0,0.0,0.0,0.0
584.99999979525,0.0,0.0,0.931859,0.0,0.0,0.0,0.0
586.0000005625601,0.0,0.0,0.927247,0.0,0.0,0.0,0.0
587.00000095681,0.0,0.0,0.864496,0.0,0.0,0.0,0.0
588.00000072912,0.0,0.0,0.710983,0.0,0.0,0.0,0.0
588.9999997467299,0.0,0.0,0.516267,0.0,0.0,0.0,0.0
590.000001475,0.0,0.0,0.345083,0.0,0.0,0.0,0.0
590.99999906622,0.0,0.0,0.216169,0.0,0.0,0.0,0.0
591.9999997158401,0.0,0.0,0.120756,0.0,0.0,0.0,0.0
593.00000028464,0.0,0.0,0.058344,0.0,0.0,0.0,0.0
594.0000012355199,0.0,0.0,0.026946,0.0,0.0,0.0,0.0
594.9999996132501,0.0,0.0,0.012431,0.0,0.0,0.0,0.0
595.9999996424,0.0,0.0,0.006076,0.0,0.0,0.0,0.0
596.99999859108,0.0,0.0,0.003768,0.0,0.0,0.0,0.0
598.0000009568,0.0,0.0,0.002021,0.0,0.0,0.0,0.0
599.0000006469201,0.0,0.0,0.001151,0.0,0.0,0.0,0.0
599.9999988,0.0,0.0,0.000693,0.0,0.0,0.0,0.0
601.0000002944901,0.0,0.0,0.000441,0.0,0.0,0.0,0.0
601.9999993137201,0.0,0.0,0.000296,0.0,0.0,0.0,0.0
